user_id,timestamp,channel,campaign,touchpoint_id,conversion,revenue
user_0096,2025-9-3 4,Direct,Holiday Blast,tp_766559,0,0.0
user_0087,2025-06-27 13:00:00,Affiliate,Spring Promo,tp_485878,0,0.0
user_0143,2025-05-22 20:00:00,Influencer,Spring Promo,tp_637844,0,0.0
user_0153,2025-07-29 10:00:00,Social Media,Holiday Blast,tp_372789,0,0.0
user_0396,2025-09-26 03:00:00,email,Holiday Blast,tp_425181,0,0.0
user_0355,2025-08-01 23:00:00,Organic,Brand Awareness,tp_844865,0,0.0
user_0008,2025-09-30 01:00:00,SOCIAL media,Spring Promo,tp_959843,0,0.0
user_0421,2025-06-23 00:00:00,Social Media,Brand Awareness,tp_305606,0,0.0
user_0133,2025-06-28 05:00:00,Direct,Loyalty Rewards,tp_595723,0,0.0
user_0187,2025-06-06 08:00:00,SOCIAL media,Brand Awareness,tp_242002,0,0.0
user_0246,2025-08-29 17:00:00,Video, Brand Awareness ,tp_986872,0,0.0
user_0122,2025-07-10 09:00:00,Social Media, Brand Awareness ,tp_953977,0,0.0
user_0475,2025-08-24 00:00:00,Affiliate,Retention Push,tp_477590,0,0.0
user_0342,2025-06-18 05:00:00,Social Media,Retention Push,tp_352998,0,0.0
user_0059,2025-07-23 04:00:00,email,Holiday Blast,tp_687118,0,0.0
user_0246,2025-06-08 12:00:00,Social Media, Brand Awareness ,tp_446364,0,0.0
user_0476,2025-09-20 18:00:00,Email,Spring Promo,tp_101212,0,0.0
user_0172,2025-07-27 14:00:00,SOCIAL media,Retention Push,tp_622608,0,0.0
user_0258,2025-8-26 10,display ad ,Retention Push,tp_805166,1,46.73
user_0360,2025-06-23 03:00:00,Paid Search,Retention Push,tp_209017,0,0.0
user_0429,2025-07-24 23:00:00,Social Media,Holiday Blast,tp_149671,0,0.0
user_0017,2025-09-03 00:00:00,Referral,Holiday Blast,tp_620476,0,0.0
user_0396,2025-09-22 02:00:00,Paid Search,Holiday Blast,tp_805491,0,0.0
user_0183,2025-07-21 07:00:00,Referral,Retention Push,tp_344853,0,0.0
user_0029,2025-10-27 01:00:00,Display Ad,Spring Promo,tp_384168,0,0.0
user_0281,2025-10-28 17:00:00,email,Spring Promo,tp_755250,0,0.0
user_0212,2025-07-07 23:00:00,Paid Search,Loyalty Rewards,tp_655244,0,0.0
user_0465,2025-05-07 19:00:00,Influencer,Loyalty Rewards,tp_972642,0,0.0
user_0445,2025-10-27 17:00:00,email,Retention Push,tp_659761,0,0.0
user_0303,2025-06-06 16:00:00,Influencer,Loyalty Rewards,tp_797706,0,0.0
user_0472,2025-06-10 00:00:00,email, Brand Awareness ,tp_883856,0,0.0
user_0431,2025-10-26 19:00:00,Display Ad,Spring Promo,tp_300509,0,0.0
user_0296,2025-08-12 19:00:00,Direct,Brand Awareness,tp_472484,0,0.0
user_0403,2025-07-30 15:00:00,email,Spring Promo,tp_329276,0,0.0
user_0492,2025-06-25 15:00:00,Video,Loyalty Rewards,tp_173467,0,0.0
user_0127,2025-08-15 21:00:00,Organic,Retention Push,tp_163571,0,0.0
user_0381,2025-6-6 21,Influencer,Loyalty Rewards,tp_516798,0,0.0
user_0433,2025-06-12 11:00:00,display ad ,Loyalty Rewards,tp_897904,0,0.0
user_0283,2025-09-04 22:00:00,Referral,Retention Push,tp_886725,0,0.0
user_0022,2025-08-07 23:00:00,Display Ad,Retention Push,tp_437146,0,0.0
user_0328,2025-05-10 04:00:00,Social Media,Retention Push,tp_112341,0,0.0
user_0171,2025-05-17 10:00:00,Social Media,Loyalty Rewards,tp_143723,0,0.0
user_0220,2025-07-08 15:00:00,SOCIAL media,Brand Awareness,tp_227964,0,0.0
user_0106,2025-05-19 22:00:00,Direct,Spring Promo,tp_522597,0,0.0
user_0156,2025-09-27 14:00:00,Affiliate,Loyalty Rewards,tp_401602,0,0.0
user_0438,2025-08-15 18:00:00,SOCIAL media, Brand Awareness ,tp_489662,0,0.0
user_0094,2025-10-23 01:00:00,Video,Retention Push,tp_144134,0,0.0
user_0060,2025-08-12 21:00:00,display ad ,Loyalty Rewards,tp_695343,0,0.0
user_0059,2025-07-27 17:00:00,Referral, Brand Awareness ,tp_773702,0,0.0
user_0430,2025-08-07 03:00:00,SOCIAL media,Spring Promo,tp_648631,0,0.0
user_0416,2025-09-26 06:00:00,email,Holiday Blast,tp_337848,0,0.0
user_0205,2025-09-23 15:00:00,display ad ,Holiday Blast,tp_290689,0,0.0
user_0094,2025-07-29 01:00:00,Email, Brand Awareness ,tp_912242,0,0.0
user_0170,2025-09-29 06:00:00,Video,Retention Push,tp_640779,0,0.0
user_0102,2025-10-13 23:00:00,Referral,Brand Awareness,tp_725644,0,0.0
user_0212,2025-05-21 06:00:00,Display Ad,Retention Push,tp_249330,0,0.0
user_0226,2025-08-29 15:00:00,SOCIAL media,Brand Awareness,tp_671918,0,0.0
user_0356,2025-05-20 14:00:00,Referral,Spring Promo,tp_923902,0,0.0
user_0034,2025-08-20 00:00:00,Influencer,Spring Promo,tp_463680,0,0.0
user_0355,2025-10-14 08:00:00,email,Holiday Blast,tp_417696,0,0.0
user_0027,2025-08-26 17:00:00,display ad ,Loyalty Rewards,tp_695003,0,0.0
user_0362,2025-08-26 15:00:00,Display Ad,Holiday Blast,tp_599262,0,0.0
user_0155,2025-10-28 07:00:00,email,Retention Push,tp_449235,0,0.0
user_0238,2025-10-18 16:00:00,Email,Holiday Blast,tp_917885,0,0.0
user_0399,2025-07-31 14:00:00,email,Holiday Blast,tp_382942,0,0.0
user_0022,2025-05-07 05:00:00,SOCIAL media,Loyalty Rewards,tp_499625,1,144.23
user_0232,2025-05-16 01:00:00,Display Ad,Retention Push,tp_512439,0,0.0
user_0067,2025-07-28 03:00:00,Influencer,Brand Awareness,tp_272507,0,0.0
user_0030,2025-07-14 01:00:00,Affiliate,Spring Promo,tp_169951,0,0.0
user_0274,2025-06-22 19:00:00,Video,Holiday Blast,tp_736322,0,0.0
user_0157,2025-05-30 19:00:00,email,Loyalty Rewards,tp_683681,0,0.0
user_0385,2025-06-16 15:00:00,Social Media, Brand Awareness ,tp_819074,0,0.0
user_0438,2025-09-07 17:00:00,Email,Loyalty Rewards,tp_675174,0,0.0
user_0458,2025-6-1 16,Direct,Loyalty Rewards,tp_375433,0,0.0
user_0291,2025-05-18 19:00:00,SOCIAL media,Spring Promo,tp_283634,0,0.0
user_0090,2025-05-20 11:00:00,Affiliate, Brand Awareness ,tp_566694,0,0.0
user_0312,2025-9-27 6,SOCIAL media,Loyalty Rewards,tp_182583,0,0.0
user_0184,2025-7-26 1,Paid Search,Loyalty Rewards,tp_601014,0,0.0
user_0040,2025-07-15 19:00:00,Email,Holiday Blast,tp_159385,0,0.0
user_0081,2025-05-05 02:00:00,Paid Search,Brand Awareness,tp_525738,1,74.59
user_0477,2025-06-23 20:00:00,SOCIAL media,Retention Push,tp_815458,0,0.0
user_0267,2025-05-11 11:00:00,Direct,Retention Push,tp_239891,0,0.0
user_0062,2025-06-10 07:00:00,Referral,Loyalty Rewards,tp_439062,0,0.0
user_0256,2025-07-14 06:00:00,email,Spring Promo,tp_582414,0,0.0
user_0298,2025-09-27 08:00:00,email,Brand Awareness,tp_863418,0,0.0
user_0304,2025-05-15 05:00:00,SOCIAL media, Brand Awareness ,tp_967561,0,0.0
user_0485,2025-08-04 23:00:00,Paid Search,Holiday Blast,tp_414621,0,0.0
user_0454,2025-06-13 04:00:00,Direct,Retention Push,tp_232123,0,0.0
user_0015,2025-10-08 07:00:00,Display Ad, Brand Awareness ,tp_456431,0,0.0
user_0112,2025-9-9 5,Affiliate,Spring Promo,tp_780211,0,0.0
user_0084,2025-05-11 13:00:00,Paid Search,Holiday Blast,tp_381777,0,0.0
user_0403,2025-05-09 23:00:00,Video,Spring Promo,tp_724347,0,0.0
user_0110,2025-10-9 4,email,Retention Push,tp_850676,0,0.0
user_0018,2025-05-29 07:00:00,Direct,Spring Promo,tp_186705,0,0.0
user_0230,2025-08-22 17:00:00,Email,Holiday Blast,tp_520209,0,0.0
user_0270,2025-07-19 12:00:00,Video, Brand Awareness ,tp_737663,0,0.0
user_0421,2025-05-08 10:00:00,Video,Spring Promo,tp_167637,0,0.0
user_0014,2025-07-07 08:00:00,email,Holiday Blast,tp_440070,0,0.0
user_0358,2025-05-22 05:00:00,display ad ,Retention Push,tp_337988,0,0.0
user_0147,2025-05-11 22:00:00,Email,Spring Promo,tp_578309,0,0.0
user_0334,2025-09-25 00:00:00,email,Retention Push,tp_482759,0,0.0
user_0199,2025-10-12 06:00:00,Video,Brand Awareness,tp_860993,0,0.0
user_0307,2025-09-03 01:00:00,Email,Spring Promo,tp_906617,0,0.0
user_0196,2025-07-05 12:00:00,Video,Retention Push,tp_588247,0,0.0
user_0386,2025-10-11 11:00:00,Paid Search,Brand Awareness,tp_111832,0,0.0
user_0484,2025-06-24 20:00:00,Display Ad,Retention Push,tp_276072,0,0.0
user_0319,2025-05-12 03:00:00,Organic,Retention Push,tp_838002,0,0.0
user_0226,2025-09-02 14:00:00,Social Media,Brand Awareness,tp_493611,0,0.0
user_0436,2025-07-24 13:00:00,Display Ad,Holiday Blast,tp_530072,0,0.0
user_0279,2025-09-26 13:00:00,Social Media,Brand Awareness,tp_130304,0,0.0
user_0451,2025-05-25 10:00:00,Referral,Brand Awareness,tp_160250,0,0.0
user_0070,2025-6-16 20,Influencer,Holiday Blast,tp_895366,0,0.0
user_0391,2025-07-04 21:00:00,SOCIAL media,Spring Promo,tp_407177,0,0.0
user_0056,2025-10-06 14:00:00,Display Ad,Loyalty Rewards,tp_734469,0,0.0
user_0136,2025-06-09 16:00:00,Organic,Brand Awareness,tp_928084,0,0.0
user_0233,2025-05-15 18:00:00,Referral,Retention Push,tp_809668,0,0.0
user_0499,2025-09-21 20:00:00,Organic, Brand Awareness ,tp_441551,0,0.0
user_0180,2025-09-11 16:00:00,Display Ad,Brand Awareness,tp_339584,1,131.89
user_0290,2025-9-19 10,Paid Search,Brand Awareness,tp_677373,0,0.0
user_0043,2025-05-09 15:00:00,Affiliate,Spring Promo,tp_395773,0,0.0
user_0035,2025-06-27 14:00:00,Organic, Brand Awareness ,tp_531955,0,0.0
user_0113,2025-07-13 03:00:00,Influencer,Retention Push,tp_437734,0,0.0
user_0007,2025-05-30 05:00:00,Affiliate,Brand Awareness,tp_224112,0,0.0
user_0224,2025-05-20 13:00:00,Email,Holiday Blast,tp_314573,0,0.0
user_0214,2025-05-26 07:00:00,Video,Brand Awareness,tp_576843,0,0.0
user_0157,2025-09-09 14:00:00,Referral,Spring Promo,tp_459411,0,0.0
user_0368,2025-10-28 07:00:00,Direct,Loyalty Rewards,tp_242743,0,0.0
user_0367,2025-06-16 09:00:00,email,Brand Awareness,tp_996782,0,0.0
user_0246,2025-07-17 22:00:00,Email,Retention Push,tp_144066,0,0.0
user_0468,2025-10-18 16:00:00,email,Spring Promo,tp_273338,0,0.0
user_0248,2025-10-17 16:00:00,Influencer,Holiday Blast,tp_300083,0,0.0
user_0139,2025-10-04 15:00:00,Organic,Retention Push,tp_484577,0,0.0
user_0198,2025-10-02 13:00:00,SOCIAL media,Loyalty Rewards,tp_334643,0,0.0
user_0288,2025-10-28 09:00:00,Referral,Loyalty Rewards,tp_887596,0,0.0
user_0415,2025-06-07 07:00:00,Social Media,Holiday Blast,tp_628942,0,0.0
user_0095,2025-05-05 02:00:00,display ad ,Brand Awareness,tp_287539,0,0.0
user_0259,2025-08-31 14:00:00,Direct, Brand Awareness ,tp_107627,0,0.0
user_0479,2025-05-28 12:00:00,Display Ad,Loyalty Rewards,tp_926543,0,0.0
user_0107,2025-8-22 5,SOCIAL media,Holiday Blast,tp_179325,0,0.0
user_0102,2025-06-29 03:00:00,Referral,Holiday Blast,tp_895475,0,0.0
user_0340,2025-10-21 09:00:00,Video, Brand Awareness ,tp_643920,0,0.0
user_0143,2025-05-06 17:00:00,Affiliate,Retention Push,tp_238243,0,0.0
user_0112,2025-06-16 07:00:00,Influencer,Brand Awareness,tp_609058,0,0.0
user_0420,2025-07-20 10:00:00,Email,Loyalty Rewards,tp_649213,1,59.06
user_0209,2025-05-25 14:00:00,email,Holiday Blast,tp_952660,0,0.0
user_0122,2025-7-7 11,Video,Brand Awareness,tp_466041,0,0.0
user_0443,2025-08-31 04:00:00,Video,Holiday Blast,tp_232248,0,0.0
user_0167,2025-10-17 19:00:00,Organic,Loyalty Rewards,tp_719059,0,0.0
user_0065,2025-07-29 02:00:00,Influencer, Brand Awareness ,tp_596318,0,0.0
user_0163,2025-07-16 18:00:00,Organic,Holiday Blast,tp_326604,0,0.0
user_0076,2025-05-13 08:00:00,SOCIAL media,Brand Awareness,tp_421836,0,0.0
user_0221,2025-07-08 13:00:00,Direct,Brand Awareness,tp_596945,0,0.0
user_0258,2025-09-01 22:00:00,SOCIAL media,Loyalty Rewards,tp_174103,0,0.0
user_0363,2025-05-24 10:00:00,Social Media,Spring Promo,tp_574434,0,0.0
user_0230,2025-08-10 06:00:00,email,Loyalty Rewards,tp_708127,0,0.0
user_0476,2025-07-26 07:00:00,Email,Brand Awareness,tp_252756,1,288.35
user_0030,2025-06-22 15:00:00,Direct,Spring Promo,tp_364089,0,0.0
user_0348,2025-8-16 14,Video,Loyalty Rewards,tp_839299,0,0.0
user_0236,2025-08-26 10:00:00,SOCIAL media,Spring Promo,tp_592635,1,19.92
user_0212,2025-05-14 09:00:00,Display Ad,Holiday Blast,tp_861442,0,0.0
user_0421,2025-10-13 09:00:00,email,Holiday Blast,tp_283147,0,0.0
user_0461,2025-06-14 08:00:00,Direct,Retention Push,tp_607219,0,0.0
user_0383,2025-08-30 14:00:00,Video,Loyalty Rewards,tp_402807,0,0.0
user_0324,2025-10-27 09:00:00,SOCIAL media, Brand Awareness ,tp_841727,0,0.0
user_0122,2025-09-05 08:00:00,Direct,Spring Promo,tp_392389,1,354.25
user_0087,2025-07-30 14:00:00,Organic,Retention Push,tp_706104,1,64.29
user_0291,2025-05-28 06:00:00,Referral,Brand Awareness,tp_139444,0,0.0
user_0010,2025-08-29 06:00:00,display ad ,Spring Promo,tp_630148,0,0.0
user_0410,2025-07-15 02:00:00,Affiliate,Brand Awareness,tp_792746,0,0.0
user_0206,2025-10-16 15:00:00,email,Brand Awareness,tp_614320,0,0.0
user_0118,2025-06-05 11:00:00,Paid Search,Retention Push,tp_689223,0,0.0
user_0134,2025-07-30 12:00:00,SOCIAL media,Brand Awareness,tp_788144,0,0.0
user_0402,2025-06-05 19:00:00,SOCIAL media,Holiday Blast,tp_987874,0,0.0
user_0338,2025-07-03 00:00:00,Organic,Brand Awareness,tp_293861,0,0.0
user_0444,2025-08-05 03:00:00,Social Media,Spring Promo,tp_938355,0,0.0
user_0075,2025-06-23 06:00:00,display ad ,Brand Awareness,tp_207984,0,0.0
user_0145,2025-06-16 05:00:00,Display Ad,Holiday Blast,tp_933574,0,0.0
user_0179,2025-08-03 22:00:00,SOCIAL media,Retention Push,tp_911648,0,0.0
user_0190,2025-05-27 21:00:00,Referral,Holiday Blast,tp_183158,0,0.0
user_0396,2025-09-15 14:00:00,Direct,Loyalty Rewards,tp_415572,0,0.0
user_0091,2025-07-31 06:00:00,Video, Brand Awareness ,tp_244188,0,0.0
user_0365,2025-09-14 16:00:00,Referral,Brand Awareness,tp_231819,0,0.0
user_0402,2025-07-14 07:00:00,display ad , Brand Awareness ,tp_726420,0,0.0
user_0279,2025-08-28 10:00:00,Direct,Holiday Blast,tp_505321,0,0.0
user_0302,2025-05-18 04:00:00,Email,Loyalty Rewards,tp_902167,0,0.0
user_0151,2025-05-21 22:00:00,display ad ,Brand Awareness,tp_865418,0,0.0
user_0434,2025-10-24 21:00:00,Display Ad,Holiday Blast,tp_124274,0,0.0
user_0180,2025-05-04 01:00:00,Referral,Brand Awareness,tp_370272,0,0.0
user_0372,2025-08-24 21:00:00,Email,Retention Push,tp_977347,0,0.0
user_0258,2025-05-07 22:00:00,Display Ad,Holiday Blast,tp_814535,0,0.0
user_0326,2025-10-6 10,Social Media,Brand Awareness,tp_656357,0,0.0
user_0155,2025-05-01 04:00:00,Social Media,Spring Promo,tp_890331,0,0.0
user_0455,2025-10-23 22:00:00,Affiliate,Holiday Blast,tp_830535,1,160.34
user_0051,2025-05-08 09:00:00,Video,Brand Awareness,tp_513925,1,43.19
user_0438,2025-10-3 12,Display Ad,Spring Promo,tp_619579,0,0.0
user_0115,2025-07-23 21:00:00,Email,Loyalty Rewards,tp_202349,0,0.0
user_0006,2025-08-29 00:00:00,display ad ,Spring Promo,tp_493920,0,0.0
user_0357,2025-09-02 08:00:00,Direct,Loyalty Rewards,tp_885623,0,0.0
user_0445,2025-05-10 12:00:00,Influencer, Brand Awareness ,tp_570457,0,0.0
user_0408,2025-08-15 00:00:00,Influencer,Loyalty Rewards,tp_391975,1,146.22
user_0046,2025-09-12 02:00:00,Display Ad,Spring Promo,tp_293006,0,0.0
user_0375,2025-05-09 13:00:00,email,Spring Promo,tp_204754,0,0.0
user_0241,2025-10-22 11:00:00,Paid Search,Loyalty Rewards,tp_330085,0,0.0
user_0382,2025-08-21 00:00:00,Social Media,Brand Awareness,tp_564264,0,0.0
user_0306,2025-09-11 03:00:00,SOCIAL media,Holiday Blast,tp_330335,0,0.0
user_0123,2025-09-17 15:00:00,Referral,Loyalty Rewards,tp_181244,0,0.0
user_0412,2025-05-27 17:00:00,Affiliate,Brand Awareness,tp_941792,0,0.0
user_0173,2025-05-04 11:00:00,Direct,Spring Promo,tp_379226,0,0.0
user_0388,2025-07-07 20:00:00,Social Media,Loyalty Rewards,tp_472732,0,0.0
user_0047,2025-07-27 01:00:00,Direct,Holiday Blast,tp_352321,0,0.0
user_0198,2025-06-02 14:00:00,SOCIAL media,Spring Promo,tp_996219,0,0.0
user_0407,2025-07-27 01:00:00,display ad ,Spring Promo,tp_496264,1,55.82
user_0303,2025-05-22 12:00:00,display ad ,Spring Promo,tp_144830,0,0.0
user_0177,2025-08-07 19:00:00,SOCIAL media,Loyalty Rewards,tp_275567,0,0.0
user_0133,2025-10-05 05:00:00,Email, Brand Awareness ,tp_952883,0,0.0
user_0204,2025-08-30 03:00:00,Referral,Retention Push,tp_214450,1,154.34
user_0257,2025-07-31 23:00:00,Influencer,Holiday Blast,tp_711705,0,0.0
user_0215,2025-07-08 13:00:00,Affiliate,Retention Push,tp_699130,0,0.0
user_0099,2025-10-07 08:00:00,Referral,Retention Push,tp_293413,0,0.0
user_0219,2025-08-27 01:00:00,email, Brand Awareness ,tp_173053,1,63.0
user_0343,2025-09-22 08:00:00,Referral,Loyalty Rewards,tp_310007,0,0.0
user_0410,2025-10-25 10:00:00,Direct,Loyalty Rewards,tp_202434,0,0.0
user_0215,2025-05-25 12:00:00,Organic,Retention Push,tp_607509,1,26.35
user_0167,2025-05-20 08:00:00,Referral, Brand Awareness ,tp_697025,1,104.88
user_0279,2025-10-10 16:00:00,Organic, Brand Awareness ,tp_292216,0,0.0
user_0351,2025-08-31 21:00:00,Organic,Brand Awareness,tp_253428,0,0.0
user_0111,2025-05-11 05:00:00,Influencer, Brand Awareness ,tp_739846,0,0.0
user_0036,2025-08-24 15:00:00,Influencer, Brand Awareness ,tp_531519,0,0.0
user_0423,2025-05-24 22:00:00,Affiliate,Holiday Blast,tp_978538,0,0.0
user_0098,2025-06-25 03:00:00,SOCIAL media,Retention Push,tp_489526,0,0.0
user_0424,2025-09-08 23:00:00,Affiliate,Brand Awareness,tp_761094,0,0.0
user_0375,2025-10-05 02:00:00,Direct,Loyalty Rewards,tp_608344,0,0.0
user_0241,2025-09-17 01:00:00,Video, Brand Awareness ,tp_771221,0,0.0
user_0053,2025-07-19 18:00:00,Influencer,Retention Push,tp_919703,1,215.23
user_0235,2025-07-06 21:00:00,Affiliate,Spring Promo,tp_180872,1,528.0
user_0000,2025-06-29 14:00:00,Video,Brand Awareness,tp_483854,0,0.0
user_0491,2025-07-08 22:00:00,Social Media, Brand Awareness ,tp_568119,0,0.0
user_0041,2025-06-11 16:00:00,Affiliate,Spring Promo,tp_534945,0,0.0
user_0495,2025-05-23 14:00:00,Email,Spring Promo,tp_926944,0,0.0
user_0238,2025-06-15 19:00:00,Influencer,Retention Push,tp_145388,0,0.0
user_0279,2025-08-22 09:00:00,Referral,Spring Promo,tp_607873,0,0.0
user_0253,2025-06-10 20:00:00,Display Ad, Brand Awareness ,tp_608588,0,0.0
user_0403,2025-10-18 04:00:00,Referral,Holiday Blast,tp_906855,0,0.0
user_0162,2025-06-06 03:00:00,display ad ,Holiday Blast,tp_725798,0,0.0
user_0304,2025-09-19 13:00:00,display ad ,Holiday Blast,tp_593113,0,0.0
user_0153,2025-08-12 07:00:00,email, Brand Awareness ,tp_957365,0,0.0
user_0013,2025-08-26 23:00:00,Video, Brand Awareness ,tp_219169,0,0.0
user_0490,2025-06-28 22:00:00,display ad , Brand Awareness ,tp_253745,0,0.0
user_0311,2025-07-18 14:00:00,Video, Brand Awareness ,tp_924743,0,0.0
user_0373,2025-08-02 10:00:00,Referral,Holiday Blast,tp_129295,0,0.0
user_0142,2025-9-27 5,Affiliate,Spring Promo,tp_791985,0,0.0
user_0474,2025-08-31 04:00:00,Direct,Brand Awareness,tp_653946,1,-1981.43
user_0246,2025-08-02 18:00:00,Video,Retention Push,tp_203756,0,0.0
user_0308,2025-09-08 21:00:00,Influencer,Brand Awareness,tp_410002,0,0.0
user_0037,2025-06-09 05:00:00,Referral, Brand Awareness ,tp_622707,0,0.0
user_0066,2025-06-03 14:00:00,Paid Search,Holiday Blast,tp_376764,0,0.0
user_0228,2025-09-27 16:00:00,email, Brand Awareness ,tp_648063,0,0.0
user_0145,2025-05-30 03:00:00,Email,Holiday Blast,tp_173485,0,0.0
user_0159,2025-09-12 06:00:00,SOCIAL media,Retention Push,tp_668481,0,0.0
user_0124,2025-07-04 17:00:00,SOCIAL media, Brand Awareness ,tp_773781,0,0.0
user_0462,2025-08-11 14:00:00,display ad ,Brand Awareness,tp_477585,0,0.0
user_0475,2025-9-13 1,email, Brand Awareness ,tp_654325,0,0.0
user_0390,2025-09-01 05:00:00,Video,Holiday Blast,tp_791932,0,0.0
user_0096,2025-09-21 19:00:00,Influencer, Brand Awareness ,tp_679459,0,0.0
user_0361,2025-06-07 23:00:00,display ad ,Loyalty Rewards,tp_302196,0,0.0
user_0325,2025-08-16 07:00:00,SOCIAL media,Holiday Blast,tp_741534,0,0.0
user_0491,2025-6-12 18,email,Loyalty Rewards,tp_796625,0,0.0
user_0177,2025-05-10 03:00:00,Referral,Holiday Blast,tp_140100,0,0.0
user_0177,2025-09-18 21:00:00,Influencer,Brand Awareness,tp_202625,0,0.0
user_0215,2025-6-25 12,Video,Spring Promo,tp_407136,0,0.0
user_0488,2025-08-17 12:00:00,Referral,Retention Push,tp_158872,0,0.0
user_0266,2025-10-06 00:00:00,Display Ad,Retention Push,tp_153283,0,0.0
user_0417,2025-08-17 22:00:00,email,Retention Push,tp_335430,0,0.0
user_0161,2025-09-01 21:00:00,Paid Search,Brand Awareness,tp_262934,0,0.0
user_0126,2025-10-22 01:00:00,Paid Search,Retention Push,tp_671881,0,0.0
user_0234,2025-10-04 09:00:00,email, Brand Awareness ,tp_560751,0,0.0
user_0115,2025-08-17 09:00:00,Referral,Holiday Blast,tp_357510,0,0.0
user_0231,2025-07-22 06:00:00,Organic,Retention Push,tp_381908,0,0.0
user_0072,2025-07-04 12:00:00,Display Ad,Retention Push,tp_293847,0,0.0
user_0290,2025-08-02 18:00:00,email,Loyalty Rewards,tp_248168,0,0.0
user_0375,2025-05-02 08:00:00,Direct,Retention Push,tp_752629,0,0.0
user_0269,2025-05-01 09:00:00,Video,Holiday Blast,tp_111294,0,0.0
user_0163,2025-09-24 16:00:00,email,Holiday Blast,tp_105115,0,0.0
user_0145,2025-06-06 22:00:00,Video,Spring Promo,tp_401139,0,0.0
user_0248,2025-08-09 06:00:00,Referral,Brand Awareness,tp_580261,0,0.0
user_0335,2025-10-21 07:00:00,Paid Search,Brand Awareness,tp_373877,0,0.0
user_0327,2025-10-19 07:00:00,Affiliate,Brand Awareness,tp_294704,0,0.0
user_0200,2025-10-19 16:00:00,Influencer,Brand Awareness,tp_748921,0,0.0
user_0180,2025-09-20 06:00:00,Social Media,Holiday Blast,tp_880864,0,0.0
user_0214,2025-06-10 11:00:00,email,Spring Promo,tp_218874,0,0.0
user_0235,2025-10-22 14:00:00,Affiliate,Holiday Blast,tp_819264,0,0.0
user_0001,2025-10-6 11,Affiliate,Loyalty Rewards,tp_379035,0,0.0
user_0014,2025-10-11 21:00:00,Video,Retention Push,tp_901317,0,0.0
user_0269,2025-10-01 01:00:00,Direct, Brand Awareness ,tp_300739,0,0.0
user_0288,2025-09-24 08:00:00,Paid Search,Holiday Blast,tp_221841,0,0.0
user_0261,2025-5-24 7,Influencer, Brand Awareness ,tp_514623,0,0.0
user_0006,2025-08-31 14:00:00,Display Ad,Holiday Blast,tp_159893,0,0.0
user_0340,2025-05-11 12:00:00,SOCIAL media, Brand Awareness ,tp_103678,0,0.0
user_0053,2025-06-21 02:00:00,Video, Brand Awareness ,tp_306057,0,0.0
user_0486,2025-05-02 11:00:00,Email, Brand Awareness ,tp_924454,0,0.0
user_0349,2025-7-22 19,Organic,Retention Push,tp_106417,1,99.92
user_0191,2025-07-25 05:00:00,Organic,Brand Awareness,tp_128228,0,0.0
user_0322,2025-07-29 18:00:00,Display Ad,Loyalty Rewards,tp_668295,0,0.0
user_0126,2025-10-15 6,Social Media,Retention Push,tp_796423,0,0.0
user_0475,2025-10-08 01:00:00,Referral, Brand Awareness ,tp_157140,0,0.0
user_0098,2025-09-13 17:00:00,Display Ad,Brand Awareness,tp_387956,0,0.0
user_0019,2025-05-26 05:00:00,Display Ad,Brand Awareness,tp_315330,0,0.0
user_0498,2025-07-26 07:00:00,Video,Retention Push,tp_310191,0,0.0
user_0320,2025-08-08 16:00:00,Organic,Retention Push,tp_286212,1,41.84
user_0402,2025-09-10 12:00:00,Display Ad, Brand Awareness ,tp_738112,0,0.0
user_0209,2025-09-25 16:00:00,Paid Search,Holiday Blast,tp_705473,1,10.82
user_0338,2025-08-03 21:00:00,SOCIAL media,Loyalty Rewards,tp_711917,1,116.44
user_0296,2025-06-21 06:00:00,Organic,Retention Push,tp_874615,0,0.0
user_0256,2025-06-15 17:00:00,Paid Search,Brand Awareness,tp_645959,0,0.0
user_0365,2025-05-28 03:00:00,Display Ad,Retention Push,tp_618383,0,0.0
user_0168,2025-05-18 23:00:00,Referral, Brand Awareness ,tp_384286,0,0.0
user_0247,2025-08-20 22:00:00,Social Media, Brand Awareness ,tp_582032,0,0.0
user_0477,2025-07-22 17:00:00,Display Ad, Brand Awareness ,tp_904535,0,0.0
user_0145,2025-06-06 10:00:00,Influencer,Loyalty Rewards,tp_845365,0,0.0
user_0336,2025-10-21 13:00:00,Affiliate,Retention Push,tp_212009,0,0.0
user_0206,2025-05-19 04:00:00,Display Ad,Retention Push,tp_519942,0,0.0
user_0130,2025-08-05 20:00:00,Organic,Retention Push,tp_434292,1,346.98
user_0339,2025-10-09 19:00:00,Organic,Spring Promo,tp_802888,0,0.0
user_0286,2025-08-31 06:00:00,Email,Loyalty Rewards,tp_101440,0,0.0
user_0011,2025-5-21 14,Video,Retention Push,tp_891531,0,0.0
user_0131,2025-06-03 06:00:00,Referral,Holiday Blast,tp_643547,0,0.0
user_0128,2025-8-23 17,Organic,Brand Awareness,tp_708373,0,0.0
user_0435,2025-07-20 11:00:00,Direct,Holiday Blast,tp_268040,0,0.0
user_0456,2025-07-14 21:00:00,SOCIAL media,Brand Awareness,tp_420830,0,0.0
user_0109,2025-05-11 04:00:00,Affiliate,Brand Awareness,tp_937749,0,0.0
